# SPDX-License-Identifier: CC0-1.0
# Generator: x86-cpuid-db v2.4

#
# Auto-generated file.
# Please submit all updates and bugfixes to https://x86-cpuid.org
#

# The basic row format is:
#     LEAF, SUBLEAVES,  reg,    bits,    short_name             , long_description

# Leaf 0H
# Maximum standard leaf number + CPU vendor string

       0x0,         0,  eax,    31:0,    max_std_leaf           , Highest standard CPUID leaf supported
0x80000007,         0,  edx,       4,    hw_thermal_control     , Hardware thermal control
0x80000007,         0,  edx,       5,    sw_thermal_control     , Software thermal control
0x80000007,         0,  edx,       6,    100mhz_steps           , 100 MHz multiplier control
0x80000007,         0,  edx,       7,    hw_pstate              , Hardware P-state control
0x80000007,         0,  edx,       8,    constant_tsc           , TSC ticks at constant rate across all P and C states
0x80000007,         0,  edx,       9,    cpb                    , Core performance boost
0x80000007,         0,  edx,      10,    eff_freq_ro            , Read-only effective frequency interface
0x80000007,         0,  edx,      11,    proc_feedback          , Processor feedback interface (deprecated)
0x80000007,         0,  edx,      12,    acc_power              , Processor power reporting interface
0x80000007,         0,  edx,      13,    connected_standby      , CPU Connected Standby support
0x80000007,         0,  edx,      14,    rapl                   , Runtime Average Power Limit interface

# Leaf 80000008H
# CPU capacity parameters and extended feature flags (mostly AMD)

0x80000008,         0,  eax,     7:0,    phys_addr_bits         , Max physical address bits
0x80000008,         0,  eax,    15:8,    virt_addr_bits         , Max virtual address bits
0x80000008,         0,  eax,   23:16,    guest_phys_addr_bits   , Max nested-paging guest physical address bits
0x80000008,         0,  ebx,       0,    clzero                 , CLZERO supported
0x80000008,         0,  ebx,       1,    irperf                 , Instruction retired counter MSR
0x80000008,         0,  ebx,       2,    xsaveerptr             , XSAVE/XRSTOR always saves/restores FPU error pointers
0x80000008,         0,  ebx,       3,    invlpgb                , INVLPGB broadcasts a TLB invalidate to all threads
0x80000008,         0,  ebx,       4,    rdpru                  , RDPRU (Read Processor Register at User level) supported
0x80000008,         0,  ebx,       6,    mba                    , Memory Bandwidth Allocation (AMD bit)
0x80000008,         0,  ebx,       8,    mcommit                , MCOMMIT (Memory commit) supported
0x80000008,         0,  ebx,       9,    wbnoinvd               , WBNOINVD supported
0x80000008,         0,  ebx,      12,    amd_ibpb               , Indirect Branch Prediction Barrier
0x80000008,         0,  ebx,      13,    wbinvd_int             , Interruptible WBINVD/WBNOINVD
0x80000008,         0,  ebx,      14,    amd_ibrs               , Indirect Branch Restricted Speculation
0x80000008,         0,  ebx,      15,    amd_stibp              , Single Thread Indirect Branch Prediction mode
0x80000008,         0,  ebx,      16,    ibrs_always_on         , IBRS always-on preferred
0x80000008,         0,  ebx,      17,    amd_stibp_always_on    , STIBP always-on preferred
0x80000008,         0,  ebx,      18,    ibrs_fast              , IBRS is preferred over software solution
0x80000008,         0,  ebx,      19,    ibrs_same_mode         , IBRS provides same mode protection
0x80000008,         0,  ebx,      20,    no_efer_lmsle          , EFER[LMSLE] bit (Long-Mode Segment Limit Enable) unsupported
0x80000008,         0,  ebx,      21,    tlb_flush_nested       , INVLPGB RAX[5] bit can be set (nested translations)
0x80000008,         0,  ebx,      23,    amd_ppin               , Protected Processor Inventory Number
0x80000008,         0,  ebx,      24,    amd_ssbd               , Speculative Store Bypass Disable
0x80000008,         0,  ebx,      25,    virt_ssbd              , virtualized SSBD (Speculative Store Bypass Disable)
0x80000008,         0,  ebx,      26,    amd_ssb_no             , SSBD is not needed (fixed in hardware)
0x80000008,         0,  ebx,      27,    cppc                   , Collaborative Processor Performance Control
0x80000008,         0,  ebx,      28,    amd_psfd               , Predictive Store Forward Disable
0x80000008,         0,  ebx,      29,    btc_no                 , CPU not affected by Branch Type Confusion
0x80000008,         0,  ebx,      30,    ibpb_ret               , IBPB clears RSB/RAS too
0x80000008,         0,  ebx,      31,    brs                    , Branch Sampling supported
0x80000008,         0,  ecx,     7:0,    cpu_nthreads           , Number of physical threads - 1
0x80000008,         0,  ecx,   15:12,    apicid_coreid_len      , Number of thread core ID bits (shift) in APIC ID
0x80000008,         0,  ecx,   17:16,    perf_tsc_len           , Performance time-stamp counter size
0x80000008,         0,  edx,    15:0,    invlpgb_max_pages      , INVLPGB maximum page count
0x80000008,         0,  edx,   31:16,    rdpru_max_reg_id       , RDPRU max register ID (ECX input)

# Leaf 8000000AH
# AMD SVM (Secure Virtual Machine) enumeration

0x8000000a,         0,  eax,     7:0,    svm_version            , SVM revision number
0x8000000a,         0,  ebx,    31:0,    svm_nasid              , Number of address space identifiers (ASID)
0x8000000a,         0,  edx,       0,    npt                    , Nested paging
0x8000000a,         0,  edx,       1,    lbrv                   , LBR virtualization
0x8000000a,         0,  edx,       2,    svm_lock               , SVM lock
0x8000000a,         0,  edx,       3,    nrip_save              , NRIP save support on #VMEXIT
0x8000000a,         0,  edx,       4,    tsc_scale              , MSR based TSC rate control
0x8000000a,         0,  edx,       5,    vmcb_clean             , VMCB clean bits support
0x8000000a,         0,  edx,       6,    flushbyasid            , Flush by ASID + Extended VMCB TLB_Control
0x8000000a,         0,  edx,       7,    decodeassists          , Decode Assists support
0x8000000a,         0,  edx,      10,    pausefilter            , Pause intercept filter
0x8000000a,         0,  edx,      12,    pfthreshold            , Pause filter threshold
0x8000000a,         0,  edx,      13,    avic                   , Advanced virtual interrupt controller
0x8000000a,         0,  edx,      15,    v_vmsave_vmload        , Virtual VMSAVE/VMLOAD (nested virtualization)
0x8000000a,         0,  edx,      16,    vgif                   , Virtualize the Global Interrupt Flag
0x8000000a,         0,  edx,      17,    gmet                   , Guest mode execution trap
0x8000000a,         0,  edx,      18,    x2avic                 , Virtual x2APIC
0x8000000a,         0,  edx,      19,    sss_check              , Supervisor Shadow Stack restrictions
0x8000000a,         0,  edx,      20,    v_spec_ctrl            , Virtual SPEC_CTRL
0x8000000a,         0,  edx,      21,    ro_gpt                 , Read-Only guest page table support
0x8000000a,         0,  edx,      23,    h_mce_override         , Host MCE override
0x8000000a,         0,  edx,      24,    tlbsync_int            , TLBSYNC intercept + INVLPGB/TLBSYNC in VMCB
0x8000000a,         0,  edx,      25,    vnmi                   , NMI virtualization
0x8000000a,         0,  edx,      26,    ibs_virt               , IBS Virtualization
0x8000000a,         0,  edx,      27,    ext_lvt_off_chg        , Extended LVT offset fault change
0x8000000a,         0,  edx,      28,    svme_addr_chk          , Guest SVME address check

# Leaf 80000019H
# AMD TLB 1G-pages enumeration

0x80000019,         0,  eax,    11:0,    l1_itlb_1g_nentries    , L1 iTLB #entries, 1G pages
0x80000019,         0,  eax,   15:12,    l1_itlb_1g_assoc       , L1 iTLB associativity, 1G pages
0x80000019,         0,  eax,   27:16,    l1_dtlb_1g_nentries    , L1 dTLB #entries, 1G pages
0x80000019,         0,  eax,   31:28,    l1_dtlb_1g_assoc       , L1 dTLB associativity, 1G pages
0x80000019,         0,  ebx,    11:0,    l2_itlb_1g_nentries    , L2 iTLB #entries, 1G pages
0x80000019,         0,  ebx,   15:12,    l2_itlb_1g_assoc       , L2 iTLB associativity, 1G pages
0x80000019,         0,  ebx,   27:16,    l2_dtlb_1g_nentries    , L2 dTLB #entries, 1G pages
0x80000019,         0,  ebx,   31:28,    l2_dtlb_1g_assoc       , L2 dTLB associativity, 1G pages

# Leaf 8000001AH
# AMD instruction optimizations enumeration

0x8000001a,         0,  eax,       0,    fp_128                 , Internal FP/SIMD exec data path is 128-bits wide
0x8000001a,         0,  eax,       1,    movu_preferred         , SSE: MOVU* better than MOVL*/MOVH*
0x8000001a,         0,  eax,       2,    fp_256                 , internal FP/SSE exec data path is 256-bits wide

# Leaf 8000001BH
# AMD IBS (Instruction-Based Sampling) enumeration

0x8000001b,         0,  eax,       0,    ibs_flags_valid        , IBS feature flags valid
0x8000001b,         0,  eax,       1,    ibs_fetch_sampling     , IBS fetch sampling supported
0x8000001b,         0,  eax,       2,    ibs_op_sampling        , IBS execution sampling supported
0x8000001b,         0,  eax,       3,    ibs_rdwr_op_counter    , IBS read/write of op counter supported
0x8000001b,         0,  eax,       4,    ibs_op_count           , IBS OP counting mode supported
0x8000001b,         0,  eax,       5,    ibs_branch_target      , IBS branch target address reporting supported
0x8000001b,         0,  eax,       6,    ibs_op_counters_ext    , IBS IbsOpCurCnt/IbsOpMaxCnt extend by 7 bits
0x8000001b,         0,  eax,       7,    ibs_rip_invalid_chk    , IBS invalid RIP indication supported
0x8000001b,         0,  eax,       8,    ibs_op_branch_fuse     , IBS fused branch micro-op indication supported
0x8000001b,         0,  eax,       9,    ibs_fetch_ctl_ext      , IBS Fetch Control Extended MSR (0xc001103c) supported
0x8000001b,         0,  eax,      10,    ibs_op_data_4          , IBS op data 4 MSR supported
0x8000001b,         0,  eax,      11,    ibs_l3_miss_filter     , IBS L3-miss filtering supported (Zen4+)

# Leaf 8000001CH
# AMD LWP (Lightweight Profiling)

0x8000001c,         0,  eax,       0,    os_lwp_avail           , LWP is available to application programs (supported by OS)
0x8000001c,         0,  eax,       1,    os_lpwval              , LWPVAL instruction is supported by OS
0x8000001c,         0,  eax,       2,    os_lwp_ire             , Instructions Retired Event is supported by OS
0x8000001c,         0,  eax,       3,    os_lwp_bre             , Branch Retired Event is supported by OS
0x8000001c,         0,  eax,       4,    os_lwp_dme             , Dcache Miss Event is supported by OS
0x8000001c,         0,  eax,       5,    os_lwp_cnh             , CPU Clocks Not Halted event is supported by OS
0x8000001c,         0,  eax,       6,    os_lwp_rnh             , CPU Reference clocks Not Halted event is supported by OS
0x8000001c,         0,  eax,      29,    os_lwp_cont            , LWP sampling in continuous mode is supported by OS
0x8000001c,         0,  eax,      30,    os_lwp_ptsc            , Performance Time Stamp Counter in event records is supported by OS
0x8000001c,         0,  eax,      31,    os_lwp_int             , Interrupt on threshold overflow is supported by OS
0x8000001c,         0,  ebx,     7:0,    lwp_lwpcb_sz           , LWP Control Block size, in quadwords
0x8000001c,         0,  ebx,    15:8,    lwp_event_sz           , LWP event record size, in bytes
0x8000001c,         0,  ebx,   23:16,    lwp_max_events         , LWP max supported EventID value (EventID 255 not included)
0x8000001c,         0,  ebx,   31:24,    lwp_event_offset       , LWP events area offset in the LWP Control Block
0x8000001c,         0,  ecx,     4:0,    lwp_latency_max        , Number of bits in cache latency counters (10 to 31)
0x8000001c,         0,  ecx,       5,    lwp_data_adddr         , Cache miss events report the data address of the reference
0x8000001c,         0,  ecx,     8:6,    lwp_latency_rnd        , Amount by which cache latency is rounded
0x8000001c,         0,  ecx,    15:9,    lwp_version            , LWP implementation version
0x8000001c,         0,  ecx,   23:16,    lwp_buf_min_sz         , LWP event ring buffer min size, in units of 32 event records
0x8000001c,         0,  ecx,      28,    lwp_branch_predict     , Branches Retired events can be filtered
0x8000001c,         0,  ecx,      29,    lwp_ip_filtering       , IP filtering (IPI, IPF, BaseIP, and LimitIP @ LWPCP) supported
0x8000001c,         0,  ecx,      30,    lwp_cache_levels       , Cache-related events can be filtered by cache level
0x8000001c,         0,  ecx,      31,    lwp_cache_latency      , Cache-related events can be filtered by latency
0x8000001c,         0,  edx,       0,    hw_lwp_avail           , LWP is available in hardware
0x8000001c,         0,  edx,       1,    hw_lpwval              , LWPVAL instruction is available in hardware
0x8000001c,         0,  edx,       2,    hw_lwp_ire             , Instructions Retired Event is available in hardware
0x8000001c,         0,  edx,       3,    hw_lwp_bre             , Branch Retired Event is available in hardware
0x8000001c,         0,  edx,       4,    hw_lwp_dme             , Dcache Miss Event is available in hardware
0x8000001c,         0,  edx,       5,    hw_lwp_cnh             , Clocks Not Halted event is available in hardware
0x8000001c,         0,  edx,       6,    hw_lwp_rnh             , Reference clocks Not Halted event is available in hardware
0x8000001c,         0,  edx,      29,    hw_lwp_cont            , LWP sampling in continuous mode is available in hardware
0x8000001c,         0,  edx,      30,    hw_lwp_ptsc            , Performance Time Stamp Counter in event records is available in hardware
0x8000001c,         0,  edx,      31,    hw_lwp_int             , Interrupt on threshold overflow is available in hardware

# Leaf 8000001DH
# AMD deterministic cache parameters

0x8000001d,      31:0,  eax,     4:0,    cache_type             , Cache type field
0x8000001d,      31:0,  eax,     7:5,    cache_level            , Cache level (1-based)
0x8000001d,      31:0,  eax,       8,    cache_self_init        , Self-initializing cache level
0x8000001d,      31:0,  eax,       9,    fully_associative      , Fully-associative cache
0x8000001d,      31:0,  eax,   25:14,    num_threads_sharing    , Number of logical CPUs sharing cache
0x8000001d,      31:0,  ebx,    11:0,    cache_linesize         , System coherency line size (0-based)
0x8000001d,      31:0,  ebx,   21:12,    cache_npartitions      , Physical line partitions (0-based)
0x8000001d,      31:0,  ebx,   31:22,    cache_nways            , Ways of associativity (0-based)
0x8000001d,      31:0,  ecx,    30:0,    cache_nsets            , Cache number of sets (0-based)
0x8000001d,      31:0,  edx,       0,    wbinvd_rll_no_guarantee, WBINVD/INVD not guaranteed for Remote Lower-Level caches
0x8000001d,      31:0,  edx,       1,    ll_inclusive           , Cache is inclusive of Lower-Level caches

# Leaf 8000001EH
# AMD CPU topology enumeration

0x8000001e,         0,  eax,    31:0,    ext_apic_id            , Extended APIC ID
0x8000001e,         0,  ebx,     7:0,    core_id                , Unique per-socket logical core unit ID
0x8000001e,         0,  ebx,    15:8,    core_nthreas           , #Threads per core (zero-based)
0x8000001e,         0,  ecx,     7:0,    node_id                , Node (die) ID of invoking logical CPU
0x8000001e,         0,  ecx,    10:8,    nnodes_per_socket      , #nodes in invoking logical CPU's package/socket

# Leaf 8000001FH
# AMD encrypted memory capabilities enumeration (SME/SEV)

0x8000001f,         0,  eax,       0,    sme                    , Secure Memory Encryption supported
0x8000001f,         0,  eax,       1,    sev                    , Secure Encrypted Virtualization supported
0x8000001f,         0,  eax,       2,    vm_page_flush          , VM Page Flush MSR (0xc001011e) available
0x8000001f,         0,  eax,       3,    sev_es                 , SEV Encrypted State supported
0x8000001f,         0,  eax,       4,    sev_nested_paging      , SEV secure nested paging supported
0x8000001f,         0,  eax,       5,    vm_permission_levels   , VMPL supported
0x8000001f,         0,  eax,       6,    rpmquery               , RPMQUERY instruction supported
0x8000001f,         0,  eax,       7,    vmpl_sss               , VMPL supervisor shadow stack supported
0x8000001f,         0,  eax,       8,    secure_tsc             , Secure TSC supported
0x8000001f,         0,  eax,       9,    v_tsc_aux              , Hardware virtualizes TSC_AUX
0x8000001f,         0,  eax,      10,    sme_coherent           , Cache coherency is enforced across encryption domains
0x8000001f,         0,  eax,      11,    req_64bit_hypervisor   , SEV guest mandates 64-bit hypervisor
0x8000001f,         0,  eax,      12,    restricted_injection   , Restricted Injection supported
0x8000001f,         0,  eax,      13,    alternate_injection    , Alternate Injection supported
0x8000001f,         0,  eax,      14,    debug_swap             , SEV-ES: full debug state swap is supported
0x8000001f,         0,  eax,      15,    disallow_host_ibs      , SEV-ES: Disallowing IBS use by the host is supported
0x8000001f,         0,  eax,      16,    virt_transparent_enc   , Virtual Transparent Encryption
0x8000001f,         0,  eax,      17,    vmgexit_paremeter      , VmgexitParameter is supported in SEV_FEATURES
0x8000001f,         0,  eax,      18,    virt_tom_msr           , Virtual TOM MSR is supported
0x8000001f,         0,  eax,      19,    virt_ibs               , IBS state virtualization is supported for SEV-ES guests
0x8000001f,         0,  eax,      24,    vmsa_reg_protection    , VMSA register protection is supported
0x8000001f,         0,  eax,      25,    smt_protection         , SMT protection is supported
0x8000001f,         0,  eax,      28,    svsm_page_msr          , SVSM communication page MSR (0xc001f000) is supported
0x8000001f,         0,  eax,      29,    nested_virt_snp_msr    , VIRT_RMPUPDATE/VIRT_PSMASH MSRs are supported
0x8000001f,         0,  ebx,     5:0,    pte_cbit_pos           , PTE bit number used to enable memory encryption
0x8000001f,         0,  ebx,    11:6,    phys_addr_reduction_nbits, Reduction of phys address space when encryption is enabled, in bits
0x8000001f,         0,  ebx,   15:12,    vmpl_count             , Number of VM permission levels (VMPL) supported
0x8000001f,         0,  ecx,    31:0,    enc_guests_max         , Max supported number of simultaneous encrypted guests
0x8000001f,         0,  edx,    31:0,    min_sev_asid_no_sev_es , Minimum ASID for SEV-enabled SEV-ES-disabled guest

# Leaf 80000020H
# AMD Platform QoS extended feature IDs

0x80000020,         0,  ebx,       1,    mba                    , Memory Bandwidth Allocation support
0x80000020,         0,  ebx,       2,    smba                   , Slow Memory Bandwidth Allocation support
0x80000020,         0,  ebx,       3,    bmec                   , Bandwidth Monitoring Event Configuration support
0x80000020,         0,  ebx,       4,    l3rr                   , L3 Range Reservation support
0x80000020,         0,  ebx,       5,    abmc                   , Assignable Bandwidth Monitoring Counters
0x80000020,         0,  ebx,       6,    sdciae                 , Smart Data Cache Injection (SDCI) Allocation Enforcement
0x80000020,         1,  eax,    31:0,    mba_limit_len          , MBA enforcement limit size
0x80000020,         1,  edx,    31:0,    mba_cos_max            , MBA max Class of Service number (zero-based)
0x80000020,         2,  eax,    31:0,    smba_limit_len         , SMBA enforcement limit size
0x80000020,         2,  edx,    31:0,    smba_cos_max           , SMBA max Class of Service number (zero-based)
0x80000020,         3,  ebx,     7:0,    bmec_num_events        , BMEC number of bandwidth events available
0x80000020,         3,  ecx,       0,    bmec_local_reads       , Local NUMA reads can be tracked
0x80000020,         3,  ecx,       1,    bmec_remote_reads      , Remote NUMA reads can be tracked
0x80000020,         3,  ecx,       2,    bmec_local_nontemp_wr  , Local NUMA non-temporal writes can be tracked
0x80000020,         3,  ecx,       3,    bmec_remote_nontemp_wr , Remote NUMA non-temporal writes can be tracked
0x80000020,         3,  ecx,       4,    bmec_local_slow_mem_rd , Local NUMA slow-memory reads can be tracked
0x80000020,         3,  ecx,       5,    bmec_remote_slow_mem_rd, Remote NUMA slow-memory reads can be tracked
0x80000020,         3,  ecx,       6,    bmec_all_dirty_victims , Dirty QoS victims to all types of memory can be tracked

# Leaf 80000021H
# AMD extended features enumeration 2

0x80000021,         0,  eax,       0,    no_nested_data_bp      , No nested data breakpoints
0x80000021,         0,  eax,       1,    fsgs_non_serializing   , WRMSR to {FS,GS,KERNEL_GS}_BASE is non-serializing
0x80000021,         0,  eax,       2,    lfence_rdtsc           , LFENCE always serializing / synchronizes RDTSC
0x80000021,         0,  eax,       3,    smm_page_cfg_lock      , SMM paging configuration lock
0x80000021,         0,  eax,       6,    null_sel_clr_base      , Null selector clears base
0x80000021,         0,  eax,       7,    upper_addr_ignore      , EFER MSR Upper Address Ignore
0x80000021,         0,  eax,       8,    autoibrs               , EFER MSR Automatic IBRS
0x80000021,         0,  eax,       9,    no_smm_ctl_msr         , SMM_CTL MSR (0xc0010116) is not available
0x80000021,         0,  eax,      10,    fsrs                   , Fast Short Rep STOSB
0x80000021,         0,  eax,      11,    fsrc                   , Fast Short Rep CMPSB
0x80000021,         0,  eax,      13,    prefetch_ctl_msr       , Prefetch control MSR is available
0x80000021,         0,  eax,      16,    opcode_reclaim         , Reserves opcode space
0x80000021,         0,  eax,      17,    user_cpuid_disable     , #GP when executing CPUID at CPL > 0 is supported
0x80000021,         0,  eax,      18,    epsf                   , Enhanced Predictive Store Forwarding
0x80000021,         0,  eax,      22,    wl_feedback            , Workload-based heuristic feedback to OS
0x80000021,         0,  eax,      24,    eraps                  , Enhanced Return Address Predictor Security
0x80000021,         0,  eax,      27,    sbpb                   , Selective Branch Predictor Barrier
0x80000021,         0,  eax,      28,    ibpb_brtype            , Branch predictions flushed from CPU branch predictor
0x80000021,         0,  eax,      29,    srso_no                , CPU is not subject to the SRSO vulnerability
0x80000021,         0,  eax,      30,    srso_uk_no             , CPU is not vulnerable to SRSO at user-kernel boundary
0x80000021,         0,  eax,      31,    srso_msr_fix           , Software may use MSR BP_CFG[BpSpecReduce] to mitigate SRSO
0x80000021,         0,  ebx,    15:0,    microcode_patch_size   , Size of microcode patch, in 16-byte units
0x80000021,         0,  ebx,   23:16,    rap_size               , Return Address Predictor size

# Leaf 80000022H
# AMD Performance Monitoring v2 enumeration

0x80000022,         0,  eax,       0,    perfmon_v2             , Performance monitoring v2 supported
0x80000022,         0,  eax,       1,    lbr_v2                 , Last Branch Record v2 extensions (LBR Stack)
0x80000022,         0,  eax,       2,    lbr_pmc_freeze         , Freezing core performance counters / LBR Stack supported
0x80000022,         0,  ebx,     3:0,    n_pmc_core             , Number of core performance counters
0x80000022,         0,  ebx,     9:4,    lbr_v2_stack_size      , Number of available LBR stack entries
0x80000022,         0,  ebx,   15:10,    n_pmc_northbridge      , Number of available northbridge (data fabric) performance counters
0x80000022,         0,  ebx,   21:16,    n_pmc_umc              , Number of available UMC performance counters
0x80000022,         0,  ecx,    31:0,    active_umc_bitmask     , Active UMCs bitmask

# Leaf 80000023H
# AMD Secure Multi-key Encryption enumeration

0x80000023,         0,  eax,       0,    mem_hmk_mode           , MEM-HMK encryption mode is supported
0x80000023,         0,  ebx,    15:0,    mem_hmk_avail_keys     , MEM-HMK mode: total number of available encryption keys

# Leaf 80000026H
# AMD extended topology enumeration v2

0x80000026,       3:0,  eax,     4:0,    x2apic_id_shift        , Bit width of this level (previous levels inclusive)
0x80000026,       3:0,  eax,      29,    core_has_pwreff_ranking, This core has a power efficiency ranking
0x80000026,       3:0,  eax,      30,    domain_has_hybrid_cores, This domain level has hybrid (E, P) cores
0x80000026,       3:0,  eax,      31,    domain_core_count_asymm, The 'Core' domain has asymmetric cores count
0x80000026,       3:0,  ebx,    15:0,    domain_lcpus_count     , Number of logical CPUs at this domain instance
0x80000026,       3:0,  ebx,   23:16,    core_pwreff_ranking    , This core's static power efficiency ranking
0x80000026,       3:0,  ebx,   27:24,    core_native_model_id   , This core's native model ID
0x80000026,       3:0,  ebx,   31:28,    core_type              , This core's type
0x80000026,       3:0,  ecx,     7:0,    domain_level           , This domain level (subleaf ID)
0x80000026,       3:0,  ecx,    15:8,    domain_type            , This domain type
0x80000026,       3:0,  edx,    31:0,    x2apic_id              , x2APIC ID of current logical CPU

# Leaf 80860000H
# Maximum Transmeta leaf number + CPU vendor ID string

0x80860000,         0,  eax,    31:0,    max_tra_leaf           , Maximum supported Transmeta leaf number
0x80860000,         0,  ebx,    31:0,    cpu_vendorid_0         , Transmeta Vendor ID string bytes 0 - 3
0x80860000,         0,  ecx,    31:0,    cpu_vendorid_2         , Transmeta Vendor ID string bytes 8 - 11
0x80860000,         0,  edx,    31:0,    cpu_vendorid_1         , Transmeta Vendor ID string bytes 4 - 7

# Leaf 80860001H
# Transmeta extended CPU information

0x80860001,         0,  eax,     3:0,    stepping               , Stepping ID
0x80860001,         0,  eax,     7:4,    base_model             , Base CPU model ID
0x80860001,         0,  eax,    11:8,    base_family_id         , Base CPU family ID
0x80860001,         0,  eax,   13:12,    cpu_type               , CPU type
0x80860001,         0,  ebx,     7:0,    cpu_rev_mask_minor     , CPU revision ID, mask minor
0x80860001,         0,  ebx,    15:8,    cpu_rev_mask_major     , CPU revision ID, mask major
0x80860001,         0,  ebx,   23:16,    cpu_rev_minor          , CPU revision ID, minor
0x80860001,         0,  ebx,   31:24,    cpu_rev_major          , CPU revision ID, major
0x80860001,         0,  ecx,    31:0,    cpu_base_mhz           , CPU nominal frequency, in MHz
0x80860001,         0,  edx,       0,    recovery               , Recovery CMS is active (after bad flush)
0x80860001,         0,  edx,       1,    longrun                , LongRun power management capabilities
0x80860001,         0,  edx,       3,    lrti                   , LongRun Table Interface

# Leaf 80860002H
# Transmeta Code Morphing Software (CMS) enumeration

0x80860002,         0,  eax,    31:0,    cpu_rev_id             , CPU revision ID
0x80860002,         0,  ebx,     7:0,    cms_rev_mask_2         , CMS revision ID, mask component 2
0x80860002,         0,  ebx,    15:8,    cms_rev_mask_1         , CMS revision ID, mask component 1
0x80860002,         0,  ebx,   23:16,    cms_rev_minor          , CMS revision ID, minor
0x80860002,         0,  ebx,   31:24,    cms_rev_major          , CMS revision ID, major
0x80860002,         0,  ecx,    31:0,    cms_rev_mask_3         , CMS revision ID, mask component 3

# Leaf 80860003H
# Transmeta CPU information string, bytes 0 - 15

0x80860003,         0,  eax,    31:0,    cpu_info_0             , CPU info string bytes 0 - 3
0x80860003,         0,  ebx,    31:0,    cpu_info_1             , CPU info string bytes 4 - 7
0x80860003,         0,  ecx,    31:0,    cpu_info_2             , CPU info string bytes 8 - 11
0x80860003,         0,  edx,    31:0,    cpu_info_3             , CPU info string bytes 12 - 15

# Leaf 80860004H
# Transmeta CPU information string, bytes 16 - 31

0x80860004,         0,  eax,    31:0,    cpu_info_4             , CPU info string bytes 16 - 19
0x80860004,         0,  ebx,    31:0,    cpu_info_5             , CPU info string bytes 20 - 23
0x80860004,         0,  ecx,    31:0,    cpu_info_6             , CPU info string bytes 24 - 27
0x80860004,         0,  edx,    31:0,    cpu_info_7             , CPU info string bytes 28 - 31

# Leaf 80860005H
# Transmeta CPU information string, bytes 32 - 47

0x80860005,         0,  eax,    31:0,    cpu_info_8             , CPU info string bytes 32 - 35
0x80860005,         0,  ebx,    31:0,    cpu_info_9             , CPU info string bytes 36 - 39
0x80860005,         0,  ecx,    31:0,    cpu_info_10            , CPU info string bytes 40 - 43
0x80860005,         0,  edx,    31:0,    cpu_info_11            , CPU info string bytes 44 - 47

# Leaf 80860006H
# Transmeta CPU information string, bytes 48 - 63

0x80860006,         0,  eax,    31:0,    cpu_info_12            , CPU info string bytes 48 - 51
0x80860006,         0,  ebx,    31:0,    cpu_info_13            , CPU info string bytes 52 - 55
0x80860006,         0,  ecx,    31:0,    cpu_info_14            , CPU info string bytes 56 - 59
0x80860006,         0,  edx,    31:0,    cpu_info_15            , CPU info string bytes 60 - 63

# Leaf 80860007H
# Transmeta live CPU information

0x80860007,         0,  eax,    31:0,    cpu_cur_mhz            , Current CPU frequency, in MHz
0x80860007,         0,  ebx,    31:0,    cpu_cur_voltage        , Current CPU voltage, in millivolts
0x80860007,         0,  ecx,    31:0,    cpu_cur_perf_pctg      , Current CPU performance percentage, 0 - 100
0x80860007,         0,  edx,    31:0,    cpu_cur_gate_delay     , Current CPU gate delay, in femtoseconds

# Leaf C0000000H
# Maximum Centaur/Zhaoxin leaf number

0xc0000000,         0,  eax,    31:0,    max_cntr_leaf          , Maximum Centaur/Zhaoxin leaf number

# Leaf C0000001H
# Centaur/Zhaoxin extended CPU features

0xc0000001,         0,  edx,       0,    ccs_sm2                , CCS SM2 instructions
0xc0000001,         0,  edx,       1,    ccs_sm2_en             , CCS SM2 enabled
0xc0000001,         0,  edx,       2,    xstore                 , Random Number Generator
0xc0000001,         0,  edx,       3,    xstore_en              , RNG enabled
0xc0000001,         0,  edx,       4,    ccs_sm3_sm4            , CCS SM3 and SM4 instructions
0xc0000001,         0,  edx,       5,    ccs_sm3_sm4_en         , CCS SM3/SM4 enabled
0xc0000001,         0,  edx,       6,    ace                    , Advanced Cryptography Engine
0xc0000001,         0,  edx,       7,    ace_en                 , ACE enabled
0xc0000001,         0,  edx,       8,    ace2                   , Advanced Cryptography Engine v2
0xc0000001,         0,  edx,       9,    ace2_en                , ACE v2 enabled
0xc0000001,         0,  edx,      10,    phe                    , PadLock Hash Engine
0xc0000001,         0,  edx,      11,    phe_en                 , PHE enabled
0xc0000001,         0,  edx,      12,    pmm                    , PadLock Montgomery Multiplier
0xc0000001,         0,  edx,      13,    pmm_en                 , PMM enabled
0xc0000001,         0,  edx,      16,    parallax               , Parallax auto adjust processor voltage
0xc0000001,         0,  edx,      17,    parallax_en            , Parallax enabled
0xc0000001,         0,  edx,      20,    tm3                    , Thermal Monitor v3
0xc0000001,         0,  edx,      21,    tm3_en                 , TM v3 enabled
0xc0000001,         0,  edx,      25,    phe2                   , PadLock Hash Engine v2 (SHA384/SHA512)
0xc0000001,         0,  edx,      26,    phe2_en                , PHE v2 enabled
0xc0000001,         0,  edx,      27,    rsa                    , RSA instructions (XMODEXP/MONTMUL2)
0xc0000001,         0,  edx,      28,    rsa_en                 , RSA instructions enabled
