#
# $FreeBSD$
#
#	Name:             BIG5 to Unicode table (complete)
#	Unicode version:  1.1
#	Table version:    0.0d3
#	Table format:     Format A
#	Date:             11 February 1994
#
#	Copyright (c) 1991-1994 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on magnetic media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Recipient is granted the right to make copies in any form for
#	internal distribution and to freely use the information supplied
#	in the creation of products supporting Unicode.  Unicode, Inc.
#	specifically excludes the right to re-distribute this file directly
#	to third parties or other organizations whether for profit or not.
#
#	General notes:
#
#
# This table contains one set of mappings from BIG5 into Unicode.
# Note that these data are *possible* mappings only and may not be the
# same as those used by actual products, nor may they be the best suited
# for all uses.  For more information on the mappings between various code
# pages incorporating the repertoire of BIG5 and Unicode, consult the
# VENDORS mapping data.  Normative information on the mapping between
# BIG5 and Unicode may be found in the Unihan.txt file in the
# latest Unicode Character Database.
#
# If you have carefully considered the fact that the mappings in
# this table are only one possible set of mappings between BIG5 and
# Unicode and have no normative status, but still feel that you
# have located an error in the table that requires fixing, you may
# report any such error to errata@unicode.org.
#
#	WARNING!  It is currently impossible to provide round-trip compatibility
#		between BIG5 and Unicode.  
#
#	A number of characters are not currently mapped because
#		of conflicts with other mappings.  They are as follows:
#
#       BIG5        Description                    Comments
#
#       0xA15A      SPACING UNDERSCORE             duplicates A1C4
#       0xA1C3      SPACING HEAVY OVERSCORE        not in Unicode
#       0xA1C5      SPACING HEAVY UNDERSCORE       not in Unicode
#       0xA1FE      LT DIAG UP RIGHT TO LOW LEFT   duplicates A2AC
#       0xA240      LT DIAG UP LEFT TO LOW RIGHT   duplicates A2AD
#       0xA2CC      HANGZHOU NUMERAL TEN           conflicts with A451 mapping
#       0xA2CE      HANGZHOU NUMERAL THIRTY        conflicts with A4CA mapping
#
#	We currently map all of these characters to U+FFFD REPLACEMENT CHARACTER.
#		It is also possible to map these characters to their duplicates, or to
#		the user zone.  
#	
#	Notes:
#
#	1. In addition to the above, there is some uncertainty about the
#       mappings in the range C6A1 - C8FE, and F9DD - F9FE.  The ETEN
#	version of BIG5 organizes the former range differently, and adds
#	additional characters in the latter range.  The correct mappings
#	these ranges need to be determined.
#
#	2.  There is an uncertainty in the mapping of the Big Five character
#	0xA3BC.  This character occurs within the Big Five block of tone marks
#	for bopomofo and is intended to be the tone mark for the first tone in
#	Mandarin Chinese.  We have selected the mapping U+02C9 MODIFIER LETTER
#	MACRON (Mandarin Chinese first tone) to reflect this semantic.  
#	However, because bopomofo uses the absense of a tone mark to indicate
#	the first Mandarin tone, most implementations of Big Five represent
#	this character with a blank space, and so a mapping such as U+2003 EM
#	SPACE might be preferred.  
#
#	Format:  Three tab-separated columns
#		 Column #1 is the BIG5 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3  is the Unicode name (follows a comment sign, '#')
#			The official names for Unicode characters U+4E00
#			to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#			where XXXX is the code point.  Including all these
#			names in this file increases its size substantially
#			and needlessly.  The token "<CJK>" is used for the
#			name of these characters.  If necessary, it can be
#			expanded algorithmically by a parser or editor.
#
#	The entries are in BIG5 order
#
#
0xA140	0x3000	# IDEOGRAPHIC SPACE
0xC6D1	0x306D	# HIRAGANA LETTER NE
0xC6D2	0x306E	# HIRAGANA LETTER NO
0xC6D3	0x306F	# HIRAGANA LETTER HA
0xC6D4	0x3070	# HIRAGANA LETTER BA
0xC6D5	0x3071	# HIRAGANA LETTER PA
0xC6D6	0x3072	# HIRAGANA LETTER HI
0xC6D7	0x3073	# HIRAGANA LETTER BI
0xC6D8	0x3074	# HIRAGANA LETTER PI
0xC6D9	0x3075	# HIRAGANA LETTER HU
0xC6DA	0x3076	# HIRAGANA LETTER BU
0xC6DB	0x3077	# HIRAGANA LETTER PU
0xC6DC	0x3078	# HIRAGANA LETTER HE
0xC6DD	0x3079	# HIRAGANA LETTER BE
0xC6DE	0x307A	# HIRAGANA LETTER PE
0xC6DF	0x307B	# HIRAGANA LETTER HO
0xC6E0	0x307C	# HIRAGANA LETTER BO
0xC6E1	0x307D	# HIRAGANA LETTER PO
0xC6E2	0x307E	# HIRAGANA LETTER MA
0xC6E3	0x307F	# HIRAGANA LETTER MI
0xC6E4	0x3080	# HIRAGANA LETTER MU
0xC6E5	0x3081	# HIRAGANA LETTER ME
0xC6E6	0x3082	# HIRAGANA LETTER MO
0xC6E7	0x3083	# HIRAGANA LETTER SMALL YA
0xC6E8	0x3084	# HIRAGANA LETTER YA
0xC6E9	0x3085	# HIRAGANA LETTER SMALL YU
0xC6EA	0x3086	# HIRAGANA LETTER YU
0xC6EB	0x3087	# HIRAGANA LETTER SMALL YO
0xC6EC	0x3088	# HIRAGANA LETTER YO
0xC6ED	0x3089	# HIRAGANA LETTER RA
0xC6EE	0x308A	# HIRAGANA LETTER RI
0xC6EF	0x308B	# HIRAGANA LETTER RU
0xC6F0	0x308C	# HIRAGANA LETTER RE
0xC6F1	0x308D	# HIRAGANA LETTER RO
0xC6F2	0x308E	# HIRAGANA LETTER SMALL WA
0xC6F3	0x308F	# HIRAGANA LETTER WA
0xC6F4	0x3090	# HIRAGANA LETTER WI
0xC6F5	0x3091	# HIRAGANA LETTER WE
0xC6F6	0x3092	# HIRAGANA LETTER WO
0xC6F7	0x3093	# HIRAGANA LETTER N
0xC6F8	0x30A1	# KATAKANA LETTER SMALL A
0xC6F9	0x30A2	# KATAKANA LETTER A
0xC6FA	0x30A3	# KATAKANA LETTER SMALL I
0xC6FB	0x30A4	# KATAKANA LETTER I
0xC6FC	0x30A5	# KATAKANA LETTER SMALL U
0xC6FD	0x30A6	# KATAKANA LETTER U
0xC6FE	0x30A7	# KATAKANA LETTER SMALL E
0xC740	0x30A8	# KATAKANA LETTER E
0xC741	0x30A9	# KATAKANA LETTER SMALL O
0xC742	0x30AA	# KATAKANA LETTER O
0xC743	0x30AB	# KATAKANA LETTER KA
0xC744	0x30AC	# KATAKANA LETTER GA
0xC745	0x30AD	# KATAKANA LETTER KI
0xC746	0x30AE	# KATAKANA LETTER GI
0xC747	0x30AF	# KATAKANA LETTER KU
0xC748	0x30B0	# KATAKANA LETTER GU
0xC749	0x30B1	# KATAKANA LETTER KE
0xC74A	0x30B2	# KATAKANA LETTER GE
0xC74B	0x30B3	# KATAKANA LETTER KO
0xC74C	0x30B4	# KATAKANA LETTER GO
0xC74D	0x30B5	# KATAKANA LETTER SA
0xC74E	0x30B6	# KATAKANA LETTER ZA
0xC74F	0x30B7	# KATAKANA LETTER SI
0xC750	0x30B8	# KATAKANA LETTER ZI
0xC751	0x30B9	# KATAKANA LETTER SU
0xC752	0x30BA	# KATAKANA LETTER ZU
0xC753	0x30BB	# KATAKANA LETTER SE
0xC754	0x30BC	# KATAKANA LETTER ZE
0xC755	0x30BD	# KATAKANA LETTER SO
0xC756	0x30BE	# KATAKANA LETTER ZO
0xC757	0x30BF	# KATAKANA LETTER TA
0xC758	0x30C0	# KATAKANA LETTER DA
0xC759	0x30C1	# KATAKANA LETTER TI
0xC75A	0x30C2	# KATAKANA LETTER DI
0xC75B	0x30C3	# KATAKANA LETTER SMALL TU
0xC75C	0x30C4	# KATAKANA LETTER TU
0xC75D	0x30C5	# KATAKANA LETTER DU
0xC75E	0x30C6	# KATAKANA LETTER TE
0xC75F	0x30C7	# KATAKANA LETTER DE
0xC760	0x30C8	# KATAKANA LETTER TO
0xC761	0x30C9	# KATAKANA LETTER DO
0xC762	0x30CA	# KATAKANA LETTER NA
0xC763	0x30CB	# KATAKANA LETTER NI
0xC764	0x30CC	# KATAKANA LETTER NU
0xC765	0x30CD	# KATAKANA LETTER NE
0xC766	0x30CE	# KATAKANA LETTER NO
0xC767	0x30CF	# KATAKANA LETTER HA
0xC768	0x30D0	# KATAKANA LETTER BA
0xC769	0x30D1	# KATAKANA LETTER PA
0xC76A	0x30D2	# KATAKANA LETTER HI
0xC76B	0x30D3	# KATAKANA LETTER BI
0xC76C	0x30D4	# KATAKANA LETTER PI
0xC76D	0x30D5	# KATAKANA LETTER HU
0xC76E	0x30D6	# KATAKANA LETTER BU
0xC76F	0x30D7	# KATAKANA LETTER PU
0xC770	0x30D8	# KATAKANA LETTER HE
0xC771	0x30D9	# KATAKANA LETTER BE
0xC772	0x30DA	# KATAKANA LETTER PE
0xC773	0x30DB	# KATAKANA LETTER HO
0xC774	0x30DC	# KATAKANA LETTER BO
0xC775	0x30DD	# KATAKANA LETTER PO
0xC776	0x30DE	# KATAKANA LETTER MA
0xC777	0x30DF	# KATAKANA LETTER MI
0xC778	0x30E0	# KATAKANA LETTER MU
0xC779	0x30E1	# KATAKANA LETTER ME
0xC77A	0x30E2	# KATAKANA LETTER MO
0xC77B	0x30E3	# KATAKANA LETTER SMALL YA
0xC77C	0x30E4	# KATAKANA LETTER YA
0xC77D	0x30E5	# KATAKANA LETTER SMALL YU
0xC77E	0x30E6	# KATAKANA LETTER YU
0xC7A1	0x30E7	# KATAKANA LETTER SMALL YO
0xC7A2	0x30E8	# KATAKANA LETTER YO
0xC7A3	0x30E9	# KATAKANA LETTER RA
0xC7A4	0x30EA	# KATAKANA LETTER RI
0xC7A5	0x30EB	# KATAKANA LETTER RU
0xC7A6	0x30EC	# KATAKANA LETTER RE
0xC7A7	0x30ED	# KATAKANA LETTER RO
0xC7A8	0x30EE	# KATAKANA LETTER SMALL WA
0xC7A9	0x30EF	# KATAKANA LETTER WA
0xC7AA	0x30F0	# KATAKANA LETTER WI
0xC7AB	0x30F1	# KATAKANA LETTER WE
0xC7AC	0x30F2	# KATAKANA LETTER WO
0xC7AD	0x30F3	# KATAKANA LETTER N
0xC7AE	0x30F4	# KATAKANA LETTER VU
0xC7AF	0x30F5	# KATAKANA LETTER SMALL KA
0xC7B0	0x30F6	# KATAKANA LETTER SMALL KE
0xC7B1	0x0414	# CYRILLIC CAPITAL LETTER DE
0xC7B2	0x0415	# CYRILLIC CAPITAL LETTER IE
0xC7B3	0x0401	# CYRILLIC CAPITAL LETTER IO
0xC7B4	0x0416	# CYRILLIC CAPITAL LETTER ZHE
0xC7B5	0x0417	# CYRILLIC CAPITAL LETTER ZE
0xC7B6	0x0418	# CYRILLIC CAPITAL LETTER I
0xC7B7	0x0419	# CYRILLIC CAPITAL LETTER SHORT I
0xC7B8	0x041A	# CYRILLIC CAPITAL LETTER KA
0xC7B9	0x041B	# CYRILLIC CAPITAL LETTER EL
0xC7BA	0x041C	# CYRILLIC CAPITAL LETTER EM
0xC7BB	0x0423	# CYRILLIC CAPITAL LETTER U
0xC7BC	0x0424	# CYRILLIC CAPITAL LETTER EF
0xC7BD	0x0425	# CYRILLIC CAPITAL LETTER HA
0xC7BE	0x0426	# CYRILLIC CAPITAL LETTER TSE
0xC7BF	0x0427	# CYRILLIC CAPITAL LETTER CHE
0xC7C0	0x0428	# CYRILLIC CAPITAL LETTER SHA
0xC7C1	0x0429	# CYRILLIC CAPITAL LETTER SHCHA
0xC7C2	0x042A	# CYRILLIC CAPITAL LETTER HARD SIGN
0xC7C3	0x042B	# CYRILLIC CAPITAL LETTER YERU
0xC7C4	0x042C	# CYRILLIC CAPITAL LETTER SOFT SIGN
0xC7C5	0x042D	# CYRILLIC CAPITAL LETTER E
0xC7C6	0x042E	# CYRILLIC CAPITAL LETTER YU
0xC7C7	0x042F	# CYRILLIC CAPITAL LETTER YA
0xC7C8	0x0430	# CYRILLIC SMALL LETTER A
0xC7C9	0x0431	# CYRILLIC SMALL LETTER BE
0xC7CA	0x0432	# CYRILLIC SMALL LETTER VE
0xC7CB	0x0433	# CYRILLIC SMALL LETTER GHE
0xC7CC	0x0434	# CYRILLIC SMALL LETTER DE
0xC7CD	0x0435	# CYRILLIC SMALL LETTER IE
0xC7CE	0x0451	# CYRILLIC SMALL LETTER IO
0xC7CF	0x0436	# CYRILLIC SMALL LETTER ZHE
0xC7D0	0x0437	# CYRILLIC SMALL LETTER ZE
0xC7D1	0x0438	# CYRILLIC SMALL LETTER I
0xC7D2	0x0439	# CYRILLIC SMALL LETTER SHORT I
0xC7D3	0x043A	# CYRILLIC SMALL LETTER KA
0xC7D4	0x043B	# CYRILLIC SMALL LETTER EL
0xC7D5	0x043C	# CYRILLIC SMALL LETTER EM
0xC7D6	0x043D	# CYRILLIC SMALL LETTER EN
0xC7D7	0x043E	# CYRILLIC SMALL LETTER O
0xC7D8	0x043F	# CYRILLIC SMALL LETTER PE
0xC7D9	0x0440	# CYRILLIC SMALL LETTER ER
0xC7DA	0x0441	# CYRILLIC SMALL LETTER ES
0xC7DB	0x0442	# CYRILLIC SMALL LETTER TE
0xC7DC	0x0443	# CYRILLIC SMALL LETTER U
0xC7DD	0x0444	# CYRILLIC SMALL LETTER EF
0xC7DE	0x0445	# CYRILLIC SMALL LETTER HA
0xC7DF	0x0446	# CYRILLIC SMALL LETTER TSE
0xC7E0	0x0447	# CYRILLIC SMALL LETTER CHE
0xC7E1	0x0448	# CYRILLIC SMALL LETTER SHA
0xC7E2	0x0449	# CYRILLIC SMALL LETTER SHCHA
0xC7E3	0x044A	# CYRILLIC SMALL LETTER HARD SIGN
0xC7E4	0x044B	# CYRILLIC SMALL LETTER YERU
0xC7E5	0x044C	# CYRILLIC SMALL LETTER SOFT SIGN
0xC7E6	0x044D	# CYRILLIC SMALL LETTER E
0xC7E7	0x044E	# CYRILLIC SMALL LETTER YU
0xC7E8	0x044F	# CYRILLIC SMALL LETTER YA
0xC7E9	0x2460	# CIRCLED DIGIT ONE
0xC7EA	0x2461	# CIRCLED DIGIT TWO
0xC7EB	0x2462	# CIRCLED DIGIT THREE
0xC7EC	0x2463	# CIRCLED DIGIT FOUR
0xC7ED	0x2464	# CIRCLED DIGIT FIVE
0xC7EE	0x2465	# CIRCLED DIGIT SIX
0xC7EF	0x2466	# CIRCLED DIGIT SEVEN
0xC7F0	0x2467	# CIRCLED DIGIT EIGHT
0xC7F1	0x2468	# CIRCLED DIGIT NINE
0xC7F2	0x2469	# CIRCLED NUMBER TEN
0xC7F3	0x2474	# PARENTHESIZED DIGIT ONE
0xC7F4	0x2475	# PARENTHESIZED DIGIT TWO
0xC7F5	0x2476	# PARENTHESIZED DIGIT THREE
0xC7F6	0x2477	# PARENTHESIZED DIGIT FOUR
0xC7F7	0x2478	# PARENTHESIZED DIGIT FIVE
0xC7F8	0x2479	# PARENTHESIZED DIGIT SIX
0xC7F9	0x247A	# PARENTHESIZED DIGIT SEVEN
0xC7FA	0x247B	# PARENTHESIZED DIGIT EIGHT
0xC7FB	0x247C	# PARENTHESIZED DIGIT NINE
0xC7FC	0x247D	# PARENTHESIZED NUMBER TEN
0xC940	0x4E42	# <CJK>
0xC941	0x4E5C	# <CJK>
0xC942	0x51F5	# <CJK>
0xC943	0x531A	# <CJK>
0xC944	0x5382	# <CJK>
0xC945	0x4E07	# <CJK>
0xC946	0x4E0C	# <CJK>
0xC947	0x4E47	# <CJK>
0xC948	0x4E8D	# <CJK>
0xC949	0x56D7	# <CJK>
0xC94A	0xFA0C	# CJK COMPATIBILITY IDEOGRAPH-FA0C
0xC94B	0x5C6E	# <CJK>
0xC94C	0x5F73	# <CJK>
0xC94D	0x4E0F	# <CJK>
0xC94E	0x5187	# <CJK>
0xC94F	0x4E0E	# <CJK>
0xC950	0x4E2E	# <CJK>
0xC951	0x4E93	# <CJK>
0xC952	0x4EC2	# <CJK>
0xC953	0x4EC9	# <CJK>
0xC954	0x4EC8	# <CJK>
0xC955	0x5198	# <CJK>
0xC956	0x52FC	# <CJK>
0xC957	0x536C	# <CJK>
0xC958	0x53B9	# <CJK>
0xC959	0x5720	# <CJK>
0xC95A	0x5903	# <CJK>
0xC95B	0x592C	# <CJK>
0xC95C	0x5C10	# <CJK>
0xC95D	0x5DFF	# <CJK>
0xC95E	0x65E1	# <CJK>
0xC95F	0x6BB3	# <CJK>
0xC960	0x6BCC	# <CJK>
0xC961	0x6C14	# <CJK>
0xC962	0x723F	# <CJK>
0xC963	0x4E31	# <CJK>
0xC964	0x4E3C	# <CJK>
0xC965	0x4EE8	# <CJK>
0xC966	0x4EDC	# <CJK>
0xC967	0x4EE9	# <CJK>
0xC968	0x4EE1	# <CJK>
0xC969	0x4EDD	# <CJK>
0xC96A	0x4EDA	# <CJK>
0xC96B	0x520C	# <CJK>
0xC96C	0x531C	# <CJK>
0xC96D	0x534C	# <CJK>
0xC96E	0x5722	# <CJK>
0xC96F	0x5723	# <CJK>
0xC970	0x5917	# <CJK>
0xC971	0x592F	# <CJK>
0xC972	0x5B81	# <CJK>
0xC973	0x5B84	# <CJK>
0xC974	0x5C12	# <CJK>
0xC975	0x5C3B	# <CJK>
0xC976	0x5C74	# <CJK>
0xC977	0x5C73	# <CJK>
0xC978	0x5E04	# <CJK>
0xC979	0x5E80	# <CJK>
0xC97A	0x5E82	# <CJK>
0xC97B	0x5FC9	# <CJK>
0xC97C	0x6209	# <CJK>
0xC97D	0x6250	# <CJK>
0xC97E	0x6C15	# <CJK>
0xC9A1	0x6C36	# <CJK>
0xC9A2	0x6C43	# <CJK>
0xC9A3	0x6C3F	# <CJK>
0xC9A4	0x6C3B	# <CJK>
0xC9A5	0x72AE	# <CJK>
0xC9A6	0x72B0	# <CJK>
0xC9A7	0x738A	# <CJK>
0xC9A8	0x79B8	# <CJK>
0xC9A9	0x808A	# <CJK>
0xC9AA	0x961E	# <CJK>
0xC9AB	0x4F0E	# <CJK>
0xC9AC	0x4F18	# <CJK>
0xC9AD	0x4F2C	# <CJK>
0xC9AE	0x4EF5	# <CJK>
0xC9AF	0x4F14	# <CJK>
0xC9B0	0x4EF1	# <CJK>
0xC9B1	0x4F00	# <CJK>
0xC9B2	0x4EF7	# <CJK>
0xC9B3	0x4F08	# <CJK>
0xC9B4	0x4F1D	# <CJK>
0xC9B5	0x4F02	# <CJK>
0xC9B6	0x4F05	# <CJK>
0xC9B7	0x4F22	# <CJK>
0xC9B8	0x4F13	# <CJK>
0xC9B9	0x4F04	# <CJK>
0xC9BA	0x4EF4	# <CJK>
0xC9BB	0x4F12	# <CJK>
0xC9BC	0x51B1	# <CJK>
0xC9BD	0x5213	# <CJK>
0xC9BE	0x5209	# <CJK>
0xC9BF	0x5210	# <CJK>
0xC9C0	0x52A6	# <CJK>
0xC9C1	0x5322	# <CJK>
0xC9C2	0x531F	# <CJK>
0xC9C3	0x534D	# <CJK>
0xC9C4	0x538A	# <CJK>
0xC9C5	0x5407	# <CJK>
0xC9C6	0x56E1	# <CJK>
0xC9C7	0x56DF	# <CJK>
0xC9C8	0x572E	# <CJK>
0xC9C9	0x572A	# <CJK>
0xC9CA	0x5734	# <CJK>
0xC9CB	0x593C	# <CJK>
0xC9CC	0x5980	# <CJK>
0xC9CD	0x597C	# <CJK>
0xC9CE	0x5985	# <CJK>
0xC9CF	0x597B	# <CJK>
0xC9D0	0x597E	# <CJK>
0xC9D1	0x5977	# <CJK>
0xC9D2	0x597F	# <CJK>
0xC9D3	0x5B56	# <CJK>
0xC9D4	0x5C15	# <CJK>
0xC9D5	0x5C25	# <CJK>
0xC9D6	0x5C7C	# <CJK>
0xC9D7	0x5C7A	# <CJK>
0xC9D8	0x5C7B	# <CJK>
0xC9D9	0x5C7E	# <CJK>
0xC9DA	0x5DDF	# <CJK>
0xC9DB	0x5E75	# <CJK>
0xC9DC	0x5E84	# <CJK>
0xC9DD	0x5F02	# <CJK>
0xC9DE	0x5F1A	# <CJK>
0xC9DF	0x5F74	# <CJK>
0xC9E0	0x5FD5	# <CJK>
0xC9E1	0x5FD4	# <CJK>
0xC9E2	0x5FCF	# <CJK>
0xC9E3	0x625C	# <CJK>
0xC9E4	0x625E	# <CJK>
0xC9E5	0x6264	# <CJK>
0xC9E6	0x6261	# <CJK>
0xC9E7	0x6266	# <CJK>
0xC9E8	0x6262	# <CJK>
0xC9E9	0x6259	# <CJK>
0xC9EA	0x6260	# <CJK>
0xC9EB	0x625A	# <CJK>
0xC9EC	0x6265	# <CJK>
0xC9ED	0x65EF	# <CJK>
0xC9EE	0x65EE	# <CJK>
0xC9EF	0x673E	# <CJK>
0xC9F0	0x6739	# <CJK>
0xC9F1	0x6738	# <CJK>
0xC9F2	0x673B	# <CJK>
0xC9F3	0x673A	# <CJK>
0xC9F4	0x673F	# <CJK>
0xC9F5	0x673C	# <CJK>
0xC9F6	0x6733	# <CJK>
0xC9F7	0x6C18	# <CJK>
0xC9F8	0x6C46	# <CJK>
0xC9F9	0x6C52	# <CJK>
0xC9FA	0x6C5C	# <CJK>
0xC9FB	0x6C4F	# <CJK>
0xC9FC	0x6C4A	# <CJK>
0xC9FD	0x6C54	# <CJK>
0xC9FE	0x6C4B	# <CJK>
0xCA40	0x6C4C	# <CJK>
0xCA41	0x7071	# <CJK>
0xCA42	0x725E	# <CJK>
0xCA43	0x72B4	# <CJK>
0xCA44	0x72B5	# <CJK>
0xCA45	0x738E	# <CJK>
0xCA46	0x752A	# <CJK>
0xCA47	0x767F	# <CJK>
0xCA48	0x7A75	# <CJK>
0xCA49	0x7F51	# <CJK>
0xCA4A	0x8278	# <CJK>
0xCA4B	0x827C	# <CJK>
0xCA4C	0x8280	# <CJK>
0xCA4D	0x827D	# <CJK>
0xCA4E	0x827F	# <CJK>
0xCA4F	0x864D	# <CJK>
0xCA50	0x897E	# <CJK>
0xCA51	0x9099	# <CJK>
0xCA52	0x9097	# <CJK>
0xCA53	0x9098	# <CJK>
0xCA54	0x909B	# <CJK>
0xCA55	0x9094	# <CJK>
0xCA56	0x9622	# <CJK>
0xCA57	0x9624	# <CJK>
0xCA58	0x9620	# <CJK>
0xCA59	0x9623	# <CJK>
0xCA5A	0x4F56	# <CJK>
0xCA5B	0x4F3B	# <CJK>
0xCA5C	0x4F62	# <CJK>
0xCA5D	0x4F49	# <CJK>
0xCA5E	0x4F53	# <CJK>
0xCA5F	0x4F64	# <CJK>
0xCA60	0x4F3E	# <CJK>
0xCA61	0x4F67	# <CJK>
0xCA62	0x4F52	# <CJK>
0xCA63	0x4F5F	# <CJK>
0xCA64	0x4F41	# <CJK>
0xCA65	0x4F58	# <CJK>
0xCA66	0x4F2D	# <CJK>
0xCA67	0x4F33	# <CJK>
0xCA68	0x4F3F	# <CJK>
0xCA69	0x4F61	# <CJK>
0xCA6A	0x518F	# <CJK>
0xCA6B	0x51B9	# <CJK>
0xCA6C	0x521C	# <CJK>
0xCA6D	0x521E	# <CJK>
0xCA6E	0x5221	# <CJK>
0xCA6F	0x52AD	# <CJK>
0xCA70	0x52AE	# <CJK>
0xCA71	0x5309	# <CJK>
0xCA72	0x5363	# <CJK>
0xCA73	0x5372	# <CJK>
0xCA74	0x538E	# <CJK>
0xCA75	0x538F	# <CJK>
0xCA76	0x5430	# <CJK>
0xCA77	0x5437	# <CJK>
0xCA78	0x542A	# <CJK>
0xCA79	0x5454	# <CJK>
0xCA7A	0x5445	# <CJK>
0xCA7B	0x5419	# <CJK>
0xCA7C	0x541C	# <CJK>
0xCA7D	0x5425	# <CJK>
0xCA7E	0x5418	# <CJK>
0xCAA1	0x543D	# <CJK>
0xCAA2	0x544F	# <CJK>
0xCAA3	0x5441	# <CJK>
0xCAA4	0x5428	# <CJK>
0xCAA5	0x5424	# <CJK>
0xCAA6	0x5447	# <CJK>
0xCAA7	0x56EE	# <CJK>
0xCAA8	0x56E7	# <CJK>
0xCAA9	0x56E5	# <CJK>
0xCAAA	0x5741	# <CJK>
0xCAAB	0x5745	# <CJK>
0xCAAC	0x574C	# <CJK>
0xCAAD	0x5749	# <CJK>
0xCAAE	0x574B	# <CJK>
0xCAAF	0x5752	# <CJK>
0xCAB0	0x5906	# <CJK>
0xCAB1	0x5940	# <CJK>
0xCAB2	0x59A6	# <CJK>
0xCAB3	0x5998	# <CJK>
0xCAB4	0x59A0	# <CJK>
0xCAB5	0x5997	# <CJK>
0xCAB6	0x598E	# <CJK>
0xCAB7	0x59A2	# <CJK>
0xCAB8	0x5990	# <CJK>
0xCAB9	0x598F	# <CJK>
0xCABA	0x59A7	# <CJK>
0xCABB	0x59A1	# <CJK>
0xCABC	0x5B8E	# <CJK>
0xCABD	0x5B92	# <CJK>
0xCABE	0x5C28	# <CJK>
0xCABF	0x5C2A	# <CJK>
0xCAC0	0x5C8D	# <CJK>
0xCAC1	0x5C8F	# <CJK>
0xCAC2	0x5C88	# <CJK>
0xCAC3	0x5C8B	# <CJK>
0xCAC4	0x5C89	# <CJK>
0xCAC5	0x5C92	# <CJK>
0xCAC6	0x5C8A	# <CJK>
0xCAC7	0x5C86	# <CJK>
0xCAC8	0x5C93	# <CJK>
0xCAC9	0x5C95	# <CJK>
0xCACA	0x5DE0	# <CJK>
0xCACB	0x5E0A	# <CJK>
0xCACC	0x5E0E	# <CJK>
0xCACD	0x5E8B	# <CJK>
0xCACE	0x5E89	# <CJK>
0xCACF	0x5E8C	# <CJK>
0xCAD0	0x5E88	# <CJK>
0xCAD1	0x5E8D	# <CJK>
0xCAD2	0x5F05	# <CJK>
0xCAD3	0x5F1D	# <CJK>
0xCAD4	0x5F78	# <CJK>
0xCAD5	0x5F76	# <CJK>
0xCAD6	0x5FD2	# <CJK>
0xCAD7	0x5FD1	# <CJK>
0xCAD8	0x5FD0	# <CJK>
0xCAD9	0x5FED	# <CJK>
0xCADA	0x5FE8	# <CJK>
0xCADB	0x5FEE	# <CJK>
0xCADC	0x5FF3	# <CJK>
0xCADD	0x5FE1	# <CJK>
0xCADE	0x5FE4	# <CJK>
0xCADF	0x5FE3	# <CJK>
0xCAE0	0x5FFA	# <CJK>
0xCAE1	0x5FEF	# <CJK>
0xCAE2	0x5FF7	# <CJK>
0xCAE3	0x5FFB	# <CJK>
0xCAE4	0x6000	# <CJK>
0xCAE5	0x5FF4	# <CJK>
0xCAE6	0x623A	# <CJK>
0xCAE7	0x6283	# <CJK>
0xCAE8	0x628C	# <CJK>
0xCAE9	0x628E	# <CJK>
0xCAEA	0x628F	# <CJK>
0xCAEB	0x6294	# <CJK>
0xCAEC	0x6287	# <CJK>
0xCAED	0x6271	# <CJK>
0xCAEE	0x627B	# <CJK>
0xCAEF	0x627A	# <CJK>
0xCAF0	0x6270	# <CJK>
0xCAF1	0x6281	# <CJK>
0xCAF2	0x6288	# <CJK>
0xCAF3	0x6277	# <CJK>
0xCAF4	0x627D	# <CJK>
0xCAF5	0x6272	# <CJK>
0xCAF6	0x6274	# <CJK>
0xCAF7	0x6537	# <CJK>
0xCAF8	0x65F0	# <CJK>
0xCAF9	0x65F4	# <CJK>
0xCAFA	0x65F3	# <CJK>
0xCAFB	0x65F2	# <CJK>
0xCAFC	0x65F5	# <CJK>
0xCAFD	0x6745	# <CJK>
0xCAFE	0x6747	# <CJK>
0xCB40	0x6759	# <CJK>
0xCB41	0x6755	# <CJK>
0xCB42	0x674C	# <CJK>
0xCB43	0x6748	# <CJK>
0xCB44	0x675D	# <CJK>
0xCB45	0x674D	# <CJK>
0xCB46	0x675A	# <CJK>
0xCB47	0x674B	# <CJK>
0xCB48	0x6BD0	# <CJK>
0xCB49	0x6C19	# <CJK>
0xCB4A	0x6C1A	# <CJK>
0xCB4B	0x6C78	# <CJK>
0xCB4C	0x6C67	# <CJK>
0xCB4D	0x6C6B	# <CJK>
0xCB4E	0x6C84	# <CJK>
0xCB4F	0x6C8B	# <CJK>
0xCB50	0x6C8F	# <CJK>
0xCB51	0x6C71	# <CJK>
0xCB52	0x6C6F	# <CJK>
0xCB53	0x6C69	# <CJK>
