#
# $FreeBSD$
#
#    Name:     cp949 to Unicode table
#    Unicode version: 2.0
#    Table version: 2.01
#    Table format:  Format A
#    Date:          1/7/2000
#
#    Contact:       Shawn.Steele@microsoft.com
#
#    General notes: none
#
#    Format: Three tab-separated columns
#        Column #1 is the cp949 code (in hex)
#        Column #2 is the Unicode (in hex as 0xXXXX)
#        Column #3 is the Unicode name (follows a comment sign, '#')
#
#    The entries are in cp949 order
#
0x00	0x0000	#NULL
0xAA59	0xCC4D	#HANGUL SYLLABLE CHIEUCH AE RIEULKIYEOK
0xAA5A	0xCC4E	#HANGUL SYLLABLE CHIEUCH AE RIEULMIEUM
0xAA61	0xCC4F	#HANGUL SYLLABLE CHIEUCH AE RIEULPIEUP
0xAA62	0xCC50	#HANGUL SYLLABLE CHIEUCH AE RIEULSIOS
0xAA63	0xCC51	#HANGUL SYLLABLE CHIEUCH AE RIEULTHIEUTH
0xAA64	0xCC52	#HANGUL SYLLABLE CHIEUCH AE RIEULPHIEUPH
0xAA65	0xCC53	#HANGUL SYLLABLE CHIEUCH AE RIEULHIEUH
0xAA66	0xCC56	#HANGUL SYLLABLE CHIEUCH AE PIEUPSIOS
0xAA67	0xCC5A	#HANGUL SYLLABLE CHIEUCH AE CIEUC
0xAA68	0xCC5B	#HANGUL SYLLABLE CHIEUCH AE CHIEUCH
0xAA69	0xCC5C	#HANGUL SYLLABLE CHIEUCH AE KHIEUKH
0xAA6A	0xCC5D	#HANGUL SYLLABLE CHIEUCH AE THIEUTH
0xAA6B	0xCC5E	#HANGUL SYLLABLE CHIEUCH AE PHIEUPH
0xAA6C	0xCC5F	#HANGUL SYLLABLE CHIEUCH AE HIEUH
0xAA6D	0xCC61	#HANGUL SYLLABLE CHIEUCH YA KIYEOK
0xAA6E	0xCC62	#HANGUL SYLLABLE CHIEUCH YA SSANGKIYEOK
0xAA6F	0xCC63	#HANGUL SYLLABLE CHIEUCH YA KIYEOKSIOS
0xAA70	0xCC65	#HANGUL SYLLABLE CHIEUCH YA NIEUNCIEUC
0xAA71	0xCC67	#HANGUL SYLLABLE CHIEUCH YA TIKEUT
0xAA72	0xCC69	#HANGUL SYLLABLE CHIEUCH YA RIEULKIYEOK
0xAA73	0xCC6A	#HANGUL SYLLABLE CHIEUCH YA RIEULMIEUM
0xAA74	0xCC6B	#HANGUL SYLLABLE CHIEUCH YA RIEULPIEUP
0xAA75	0xCC6C	#HANGUL SYLLABLE CHIEUCH YA RIEULSIOS
0xAA76	0xCC6D	#HANGUL SYLLABLE CHIEUCH YA RIEULTHIEUTH
0xAA77	0xCC6E	#HANGUL SYLLABLE CHIEUCH YA RIEULPHIEUPH
0xAA78	0xCC6F	#HANGUL SYLLABLE CHIEUCH YA RIEULHIEUH
0xAA79	0xCC71	#HANGUL SYLLABLE CHIEUCH YA PIEUP
0xAA7A	0xCC72	#HANGUL SYLLABLE CHIEUCH YA PIEUPSIOS
0xAA81	0xCC73	#HANGUL SYLLABLE CHIEUCH YA SIOS
0xAA82	0xCC74	#HANGUL SYLLABLE CHIEUCH YA SSANGSIOS
0xAA83	0xCC76	#HANGUL SYLLABLE CHIEUCH YA CIEUC
0xAA84	0xCC77	#HANGUL SYLLABLE CHIEUCH YA CHIEUCH
0xAA85	0xCC78	#HANGUL SYLLABLE CHIEUCH YA KHIEUKH
0xAA86	0xCC79	#HANGUL SYLLABLE CHIEUCH YA THIEUTH
0xAA87	0xCC7A	#HANGUL SYLLABLE CHIEUCH YA PHIEUPH
0xAA88	0xCC7B	#HANGUL SYLLABLE CHIEUCH YA HIEUH
0xAA89	0xCC7C	#HANGUL SYLLABLE CHIEUCH YAE
0xAA8A	0xCC7D	#HANGUL SYLLABLE CHIEUCH YAE KIYEOK
0xAA8B	0xCC7E	#HANGUL SYLLABLE CHIEUCH YAE SSANGKIYEOK
0xAA8C	0xCC7F	#HANGUL SYLLABLE CHIEUCH YAE KIYEOKSIOS
0xAA8D	0xCC80	#HANGUL SYLLABLE CHIEUCH YAE NIEUN
0xAA8E	0xCC81	#HANGUL SYLLABLE CHIEUCH YAE NIEUNCIEUC
0xAA8F	0xCC82	#HANGUL SYLLABLE CHIEUCH YAE NIEUNHIEUH
0xAA90	0xCC83	#HANGUL SYLLABLE CHIEUCH YAE TIKEUT
0xAA91	0xCC84	#HANGUL SYLLABLE CHIEUCH YAE RIEUL
0xAA92	0xCC85	#HANGUL SYLLABLE CHIEUCH YAE RIEULKIYEOK
0xAA93	0xCC86	#HANGUL SYLLABLE CHIEUCH YAE RIEULMIEUM
0xAA94	0xCC87	#HANGUL SYLLABLE CHIEUCH YAE RIEULPIEUP
0xAA95	0xCC88	#HANGUL SYLLABLE CHIEUCH YAE RIEULSIOS
0xAA96	0xCC89	#HANGUL SYLLABLE CHIEUCH YAE RIEULTHIEUTH
0xAA97	0xCC8A	#HANGUL SYLLABLE CHIEUCH YAE RIEULPHIEUPH
0xAA98	0xCC8B	#HANGUL SYLLABLE CHIEUCH YAE RIEULHIEUH
0xAA99	0xCC8C	#HANGUL SYLLABLE CHIEUCH YAE MIEUM
0xAA9A	0xCC8D	#HANGUL SYLLABLE CHIEUCH YAE PIEUP
0xAA9B	0xCC8E	#HANGUL SYLLABLE CHIEUCH YAE PIEUPSIOS
0xAA9C	0xCC8F	#HANGUL SYLLABLE CHIEUCH YAE SIOS
0xAA9D	0xCC90	#HANGUL SYLLABLE CHIEUCH YAE SSANGSIOS
0xAA9E	0xCC91	#HANGUL SYLLABLE CHIEUCH YAE IEUNG
0xAA9F	0xCC92	#HANGUL SYLLABLE CHIEUCH YAE CIEUC
0xAAA0	0xCC93	#HANGUL SYLLABLE CHIEUCH YAE CHIEUCH
0xAAA1	0x3041	#HIRAGANA LETTER SMALL A
0xAAA2	0x3042	#HIRAGANA LETTER A
0xAAA3	0x3043	#HIRAGANA LETTER SMALL I
0xAAA4	0x3044	#HIRAGANA LETTER I
0xAAA5	0x3045	#HIRAGANA LETTER SMALL U
0xAAA6	0x3046	#HIRAGANA LETTER U
0xAAA7	0x3047	#HIRAGANA LETTER SMALL E
0xAAA8	0x3048	#HIRAGANA LETTER E
0xAAA9	0x3049	#HIRAGANA LETTER SMALL O
0xAAAA	0x304A	#HIRAGANA LETTER O
0xAAAB	0x304B	#HIRAGANA LETTER KA
0xAAAC	0x304C	#HIRAGANA LETTER GA
0xAAAD	0x304D	#HIRAGANA LETTER KI
0xAAAE	0x304E	#HIRAGANA LETTER GI
0xAAAF	0x304F	#HIRAGANA LETTER KU
0xAAB0	0x3050	#HIRAGANA LETTER GU
0xAAB1	0x3051	#HIRAGANA LETTER KE
0xAAB2	0x3052	#HIRAGANA LETTER GE
0xAAB3	0x3053	#HIRAGANA LETTER KO
0xAAB4	0x3054	#HIRAGANA LETTER GO
0xAAB5	0x3055	#HIRAGANA LETTER SA
0xAAB6	0x3056	#HIRAGANA LETTER ZA
0xAAB7	0x3057	#HIRAGANA LETTER SI
0xAAB8	0x3058	#HIRAGANA LETTER ZI
0xAAB9	0x3059	#HIRAGANA LETTER SU
0xAABA	0x305A	#HIRAGANA LETTER ZU
0xAABB	0x305B	#HIRAGANA LETTER SE
0xAABC	0x305C	#HIRAGANA LETTER ZE
0xAABD	0x305D	#HIRAGANA LETTER SO
0xAABE	0x305E	#HIRAGANA LETTER ZO
0xAABF	0x305F	#HIRAGANA LETTER TA
0xAAC0	0x3060	#HIRAGANA LETTER DA
0xAAC1	0x3061	#HIRAGANA LETTER TI
0xAAC2	0x3062	#HIRAGANA LETTER DI
0xAAC3	0x3063	#HIRAGANA LETTER SMALL TU
0xAAC4	0x3064	#HIRAGANA LETTER TU
0xAAC5	0x3065	#HIRAGANA LETTER DU
0xAAC6	0x3066	#HIRAGANA LETTER TE
0xAAC7	0x3067	#HIRAGANA LETTER DE
0xAAC8	0x3068	#HIRAGANA LETTER TO
0xAAC9	0x3069	#HIRAGANA LETTER DO
0xAACA	0x306A	#HIRAGANA LETTER NA
0xAACB	0x306B	#HIRAGANA LETTER NI
0xAACC	0x306C	#HIRAGANA LETTER NU
0xAACD	0x306D	#HIRAGANA LETTER NE
0xAACE	0x306E	#HIRAGANA LETTER NO
0xAACF	0x306F	#HIRAGANA LETTER HA
0xAAD0	0x3070	#HIRAGANA LETTER BA
0xAAD1	0x3071	#HIRAGANA LETTER PA
0xAAD2	0x3072	#HIRAGANA LETTER HI
0xAAD3	0x3073	#HIRAGANA LETTER BI
0xAAD4	0x3074	#HIRAGANA LETTER PI
0xAAD5	0x3075	#HIRAGANA LETTER HU
0xAAD6	0x3076	#HIRAGANA LETTER BU
0xAAD7	0x3077	#HIRAGANA LETTER PU
0xAAD8	0x3078	#HIRAGANA LETTER HE
0xAAD9	0x3079	#HIRAGANA LETTER BE
0xAADA	0x307A	#HIRAGANA LETTER PE
0xAADB	0x307B	#HIRAGANA LETTER HO
0xAADC	0x307C	#HIRAGANA LETTER BO
0xAADD	0x307D	#HIRAGANA LETTER PO
0xAADE	0x307E	#HIRAGANA LETTER MA
0xAADF	0x307F	#HIRAGANA LETTER MI
0xAAE0	0x3080	#HIRAGANA LETTER MU
0xAAE1	0x3081	#HIRAGANA LETTER ME
0xAAE2	0x3082	#HIRAGANA LETTER MO
0xAAE3	0x3083	#HIRAGANA LETTER SMALL YA
0xAAE4	0x3084	#HIRAGANA LETTER YA
0xAAE5	0x3085	#HIRAGANA LETTER SMALL YU
0xAAE6	0x3086	#HIRAGANA LETTER YU
0xAAE7	0x3087	#HIRAGANA LETTER SMALL YO
0xAAE8	0x3088	#HIRAGANA LETTER YO
0xAAE9	0x3089	#HIRAGANA LETTER RA
0xAAEA	0x308A	#HIRAGANA LETTER RI
0xAAEB	0x308B	#HIRAGANA LETTER RU
0xAAEC	0x308C	#HIRAGANA LETTER RE
0xAAED	0x308D	#HIRAGANA LETTER RO
0xAAEE	0x308E	#HIRAGANA LETTER SMALL WA
0xAAEF	0x308F	#HIRAGANA LETTER WA
0xAAF0	0x3090	#HIRAGANA LETTER WI
0xAAF1	0x3091	#HIRAGANA LETTER WE
0xAAF2	0x3092	#HIRAGANA LETTER WO
0xAAF3	0x3093	#HIRAGANA LETTER N
0xAB41	0xCC94	#HANGUL SYLLABLE CHIEUCH YAE KHIEUKH
0xAB42	0xCC95	#HANGUL SYLLABLE CHIEUCH YAE THIEUTH
0xAB43	0xCC96	#HANGUL SYLLABLE CHIEUCH YAE PHIEUPH
0xAB44	0xCC97	#HANGUL SYLLABLE CHIEUCH YAE HIEUH
0xAB45	0xCC9A	#HANGUL SYLLABLE CHIEUCH EO SSANGKIYEOK
0xAB46	0xCC9B	#HANGUL SYLLABLE CHIEUCH EO KIYEOKSIOS
0xAB47	0xCC9D	#HANGUL SYLLABLE CHIEUCH EO NIEUNCIEUC
0xAB48	0xCC9E	#HANGUL SYLLABLE CHIEUCH EO NIEUNHIEUH
0xAB49	0xCC9F	#HANGUL SYLLABLE CHIEUCH EO TIKEUT
0xAB4A	0xCCA1	#HANGUL SYLLABLE CHIEUCH EO RIEULKIYEOK
0xAB4B	0xCCA2	#HANGUL SYLLABLE CHIEUCH EO RIEULMIEUM
0xAB4C	0xCCA3	#HANGUL SYLLABLE CHIEUCH EO RIEULPIEUP
0xAB4D	0xCCA4	#HANGUL SYLLABLE CHIEUCH EO RIEULSIOS
0xAB4E	0xCCA5	#HANGUL SYLLABLE CHIEUCH EO RIEULTHIEUTH
0xAB4F	0xCCA6	#HANGUL SYLLABLE CHIEUCH EO RIEULPHIEUPH
0xAB50	0xCCA7	#HANGUL SYLLABLE CHIEUCH EO RIEULHIEUH
0xAB51	0xCCAA	#HANGUL SYLLABLE CHIEUCH EO PIEUPSIOS
0xAB52	0xCCAE	#HANGUL SYLLABLE CHIEUCH EO CIEUC
0xAB53	0xCCAF	#HANGUL SYLLABLE CHIEUCH EO CHIEUCH
0xAB54	0xCCB0	#HANGUL SYLLABLE CHIEUCH EO KHIEUKH
0xAB55	0xCCB1	#HANGUL SYLLABLE CHIEUCH EO THIEUTH
0xAB56	0xCCB2	#HANGUL SYLLABLE CHIEUCH EO PHIEUPH
0xAB57	0xCCB3	#HANGUL SYLLABLE CHIEUCH EO HIEUH
0xAB58	0xCCB6	#HANGUL SYLLABLE CHIEUCH E SSANGKIYEOK
0xAB59	0xCCB7	#HANGUL SYLLABLE CHIEUCH E KIYEOKSIOS
0xAB5A	0xCCB9	#HANGUL SYLLABLE CHIEUCH E NIEUNCIEUC
0xAB61	0xCCBA	#HANGUL SYLLABLE CHIEUCH E NIEUNHIEUH
0xAB62	0xCCBB	#HANGUL SYLLABLE CHIEUCH E TIKEUT
0xAB63	0xCCBD	#HANGUL SYLLABLE CHIEUCH E RIEULKIYEOK
0xAB64	0xCCBE	#HANGUL SYLLABLE CHIEUCH E RIEULMIEUM
0xAB65	0xCCBF	#HANGUL SYLLABLE CHIEUCH E RIEULPIEUP
0xAB66	0xCCC0	#HANGUL SYLLABLE CHIEUCH E RIEULSIOS
0xAB67	0xCCC1	#HANGUL SYLLABLE CHIEUCH E RIEULTHIEUTH
0xAB68	0xCCC2	#HANGUL SYLLABLE CHIEUCH E RIEULPHIEUPH
0xAB69	0xCCC3	#HANGUL SYLLABLE CHIEUCH E RIEULHIEUH
0xAB6A	0xCCC6	#HANGUL SYLLABLE CHIEUCH E PIEUPSIOS
0xAB6B	0xCCC8	#HANGUL SYLLABLE CHIEUCH E SSANGSIOS
0xAB6C	0xCCCA	#HANGUL SYLLABLE CHIEUCH E CIEUC
0xAB6D	0xCCCB	#HANGUL SYLLABLE CHIEUCH E CHIEUCH
0xAB6E	0xCCCC	#HANGUL SYLLABLE CHIEUCH E KHIEUKH
0xAB6F	0xCCCD	#HANGUL SYLLABLE CHIEUCH E THIEUTH
0xAB70	0xCCCE	#HANGUL SYLLABLE CHIEUCH E PHIEUPH
0xAB71	0xCCCF	#HANGUL SYLLABLE CHIEUCH E HIEUH
0xAB72	0xCCD1	#HANGUL SYLLABLE CHIEUCH YEO KIYEOK
0xAB73	0xCCD2	#HANGUL SYLLABLE CHIEUCH YEO SSANGKIYEOK
0xAB74	0xCCD3	#HANGUL SYLLABLE CHIEUCH YEO KIYEOKSIOS
0xAB75	0xCCD5	#HANGUL SYLLABLE CHIEUCH YEO NIEUNCIEUC
0xAB76	0xCCD6	#HANGUL SYLLABLE CHIEUCH YEO NIEUNHIEUH
0xAB77	0xCCD7	#HANGUL SYLLABLE CHIEUCH YEO TIKEUT
0xAB78	0xCCD8	#HANGUL SYLLABLE CHIEUCH YEO RIEUL
0xAB79	0xCCD9	#HANGUL SYLLABLE CHIEUCH YEO RIEULKIYEOK
0xAB7A	0xCCDA	#HANGUL SYLLABLE CHIEUCH YEO RIEULMIEUM
0xAB81	0xCCDB	#HANGUL SYLLABLE CHIEUCH YEO RIEULPIEUP
0xAB82	0xCCDC	#HANGUL SYLLABLE CHIEUCH YEO RIEULSIOS
0xAB83	0xCCDD	#HANGUL SYLLABLE CHIEUCH YEO RIEULTHIEUTH
0xAB84	0xCCDE	#HANGUL SYLLABLE CHIEUCH YEO RIEULPHIEUPH
0xAB85	0xCCDF	#HANGUL SYLLABLE CHIEUCH YEO RIEULHIEUH
0xAB86	0xCCE0	#HANGUL SYLLABLE CHIEUCH YEO MIEUM
0xAB87	0xCCE1	#HANGUL SYLLABLE CHIEUCH YEO PIEUP
0xAB88	0xCCE2	#HANGUL SYLLABLE CHIEUCH YEO PIEUPSIOS
0xAB89	0xCCE3	#HANGUL SYLLABLE CHIEUCH YEO SIOS
0xAB8A	0xCCE5	#HANGUL SYLLABLE CHIEUCH YEO IEUNG
0xAB8B	0xCCE6	#HANGUL SYLLABLE CHIEUCH YEO CIEUC
0xAB8C	0xCCE7	#HANGUL SYLLABLE CHIEUCH YEO CHIEUCH
0xAB8D	0xCCE8	#HANGUL SYLLABLE CHIEUCH YEO KHIEUKH
0xAB8E	0xCCE9	#HANGUL SYLLABLE CHIEUCH YEO THIEUTH
0xAB8F	0xCCEA	#HANGUL SYLLABLE CHIEUCH YEO PHIEUPH
0xAB90	0xCCEB	#HANGUL SYLLABLE CHIEUCH YEO HIEUH
0xAB91	0xCCED	#HANGUL SYLLABLE CHIEUCH YE KIYEOK
0xAB92	0xCCEE	#HANGUL SYLLABLE CHIEUCH YE SSANGKIYEOK
0xAB93	0xCCEF	#HANGUL SYLLABLE CHIEUCH YE KIYEOKSIOS
0xAB94	0xCCF1	#HANGUL SYLLABLE CHIEUCH YE NIEUNCIEUC
0xAB95	0xCCF2	#HANGUL SYLLABLE CHIEUCH YE NIEUNHIEUH
0xAB96	0xCCF3	#HANGUL SYLLABLE CHIEUCH YE TIKEUT
0xAB97	0xCCF4	#HANGUL SYLLABLE CHIEUCH YE RIEUL
0xAB98	0xCCF5	#HANGUL SYLLABLE CHIEUCH YE RIEULKIYEOK
0xAB99	0xCCF6	#HANGUL SYLLABLE CHIEUCH YE RIEULMIEUM
0xAB9A	0xCCF7	#HANGUL SYLLABLE CHIEUCH YE RIEULPIEUP
0xAB9B	0xCCF8	#HANGUL SYLLABLE CHIEUCH YE RIEULSIOS
0xAB9C	0xCCF9	#HANGUL SYLLABLE CHIEUCH YE RIEULTHIEUTH
0xAB9D	0xCCFA	#HANGUL SYLLABLE CHIEUCH YE RIEULPHIEUPH
0xAB9E	0xCCFB	#HANGUL SYLLABLE CHIEUCH YE RIEULHIEUH
0xAB9F	0xCCFC	#HANGUL SYLLABLE CHIEUCH YE MIEUM
0xABA0	0xCCFD	#HANGUL SYLLABLE CHIEUCH YE PIEUP
0xABA1	0x30A1	#KATAKANA LETTER SMALL A
0xABA2	0x30A2	#KATAKANA LETTER A
0xABA3	0x30A3	#KATAKANA LETTER SMALL I
0xABA4	0x30A4	#KATAKANA LETTER I
0xABA5	0x30A5	#KATAKANA LETTER SMALL U
0xABA6	0x30A6	#KATAKANA LETTER U
0xABA7	0x30A7	#KATAKANA LETTER SMALL E
0xABA8	0x30A8	#KATAKANA LETTER E
0xABA9	0x30A9	#KATAKANA LETTER SMALL O
0xABAA	0x30AA	#KATAKANA LETTER O
0xABAB	0x30AB	#KATAKANA LETTER KA
0xABAC	0x30AC	#KATAKANA LETTER GA
0xABAD	0x30AD	#KATAKANA LETTER KI
0xABAE	0x30AE	#KATAKANA LETTER GI
0xABAF	0x30AF	#KATAKANA LETTER KU
0xABB0	0x30B0	#KATAKANA LETTER GU
0xABB1	0x30B1	#KATAKANA LETTER KE
0xABB2	0x30B2	#KATAKANA LETTER GE
0xABB3	0x30B3	#KATAKANA LETTER KO
0xABB4	0x30B4	#KATAKANA LETTER GO
0xABB5	0x30B5	#KATAKANA LETTER SA
0xABB6	0x30B6	#KATAKANA LETTER ZA
0xABB7	0x30B7	#KATAKANA LETTER SI
0xABB8	0x30B8	#KATAKANA LETTER ZI
0xABB9	0x30B9	#KATAKANA LETTER SU
0xABBA	0x30BA	#KATAKANA LETTER ZU
0xABBB	0x30BB	#KATAKANA LETTER SE
0xABBC	0x30BC	#KATAKANA LETTER ZE
0xABBD	0x30BD	#KATAKANA LETTER SO
0xABBE	0x30BE	#KATAKANA LETTER ZO
0xABBF	0x30BF	#KATAKANA LETTER TA
0xABC0	0x30C0	#KATAKANA LETTER DA
0xABC1	0x30C1	#KATAKANA LETTER TI
0xABC2	0x30C2	#KATAKANA LETTER DI
0xABC3	0x30C3	#KATAKANA LETTER SMALL TU
0xABC4	0x30C4	#KATAKANA LETTER TU
0xABC5	0x30C5	#KATAKANA LETTER DU
0xABC6	0x30C6	#KATAKANA LETTER TE
0xABC7	0x30C7	#KATAKANA LETTER DE
0xABC8	0x30C8	#KATAKANA LETTER TO
0xABC9	0x30C9	#KATAKANA LETTER DO
0xABCA	0x30CA	#KATAKANA LETTER NA
0xABCB	0x30CB	#KATAKANA LETTER NI
0xABCC	0x30CC	#KATAKANA LETTER NU
0xABCD	0x30CD	#KATAKANA LETTER NE
0xABCE	0x30CE	#KATAKANA LETTER NO
0xABCF	0x30CF	#KATAKANA LETTER HA
0xABD0	0x30D0	#KATAKANA LETTER BA
0xABD1	0x30D1	#KATAKANA LETTER PA
0xABD2	0x30D2	#KATAKANA LETTER HI
0xABD3	0x30D3	#KATAKANA LETTER BI
0xABD4	0x30D4	#KATAKANA LETTER PI
0xABD5	0x30D5	#KATAKANA LETTER HU
0xABD6	0x30D6	#KATAKANA LETTER BU
0xABD7	0x30D7	#KATAKANA LETTER PU
0xABD8	0x30D8	#KATAKANA LETTER HE
0xABD9	0x30D9	#KATAKANA LETTER BE
0xABDA	0x30DA	#KATAKANA LETTER PE
0xABDB	0x30DB	#KATAKANA LETTER HO
0xABDC	0x30DC	#KATAKANA LETTER BO
0xABDD	0x30DD	#KATAKANA LETTER PO
0xABDE	0x30DE	#KATAKANA LETTER MA
0xABDF	0x30DF	#KATAKANA LETTER MI
0xABE0	0x30E0	#KATAKANA LETTER MU
0xABE1	0x30E1	#KATAKANA LETTER ME
0xABE2	0x30E2	#KATAKANA LETTER MO
0xABE3	0x30E3	#KATAKANA LETTER SMALL YA
0xABE4	0x30E4	#KATAKANA LETTER YA
0xABE5	0x30E5	#KATAKANA LETTER SMALL YU
0xABE6	0x30E6	#KATAKANA LETTER YU
0xABE7	0x30E7	#KATAKANA LETTER SMALL YO
0xABE8	0x30E8	#KATAKANA LETTER YO
0xABE9	0x30E9	#KATAKANA LETTER RA
0xABEA	0x30EA	#KATAKANA LETTER RI
0xABEB	0x30EB	#KATAKANA LETTER RU
0xABEC	0x30EC	#KATAKANA LETTER RE
0xABED	0x30ED	#KATAKANA LETTER RO
0xABEE	0x30EE	#KATAKANA LETTER SMALL WA
0xABEF	0x30EF	#KATAKANA LETTER WA
0xABF0	0x30F0	#KATAKANA LETTER WI
0xABF1	0x30F1	#KATAKANA LETTER WE
0xABF2	0x30F2	#KATAKANA LETTER WO
0xABF3	0x30F3	#KATAKANA LETTER N
0xABF4	0x30F4	#KATAKANA LETTER VU
0xABF5	0x30F5	#KATAKANA LETTER SMALL KA
0xABF6	0x30F6	#KATAKANA LETTER SMALL KE
0xAC41	0xCCFE	#HANGUL SYLLABLE CHIEUCH YE PIEUPSIOS
0xAC42	0xCCFF	#HANGUL SYLLABLE CHIEUCH YE SIOS
0xAC43	0xCD00	#HANGUL SYLLABLE CHIEUCH YE SSANGSIOS
0xAC44	0xCD02	#HANGUL SYLLABLE CHIEUCH YE CIEUC
0xAC45	0xCD03	#HANGUL SYLLABLE CHIEUCH YE CHIEUCH
0xAC46	0xCD04	#HANGUL SYLLABLE CHIEUCH YE KHIEUKH
0xAC47	0xCD05	#HANGUL SYLLABLE CHIEUCH YE THIEUTH
0xAC48	0xCD06	#HANGUL SYLLABLE CHIEUCH YE PHIEUPH
0xAC49	0xCD07	#HANGUL SYLLABLE CHIEUCH YE HIEUH
0xAC4A	0xCD0A	#HANGUL SYLLABLE CHIEUCH O SSANGKIYEOK
0xAC4B	0xCD0B	#HANGUL SYLLABLE CHIEUCH O KIYEOKSIOS
0xAC4C	0xCD0D	#HANGUL SYLLABLE CHIEUCH O NIEUNCIEUC
0xAC4D	0xCD0E	#HANGUL SYLLABLE CHIEUCH O NIEUNHIEUH
0xAC4E	0xCD0F	#HANGUL SYLLABLE CHIEUCH O TIKEUT
0xAC4F	0xCD11	#HANGUL SYLLABLE CHIEUCH O RIEULKIYEOK
0xAC50	0xCD12	#HANGUL SYLLABLE CHIEUCH O RIEULMIEUM
0xAC51	0xCD13	#HANGUL SYLLABLE CHIEUCH O RIEULPIEUP
0xAC52	0xCD14	#HANGUL SYLLABLE CHIEUCH O RIEULSIOS
0xAC53	0xCD15	#HANGUL SYLLABLE CHIEUCH O RIEULTHIEUTH
0xAC54	0xCD16	#HANGUL SYLLABLE CHIEUCH O RIEULPHIEUPH
0xAC55	0xCD17	#HANGUL SYLLABLE CHIEUCH O RIEULHIEUH
0xAC56	0xCD1A	#HANGUL SYLLABLE CHIEUCH O PIEUPSIOS
0xAC57	0xCD1C	#HANGUL SYLLABLE CHIEUCH O SSANGSIOS
0xAC58	0xCD1E	#HANGUL SYLLABLE CHIEUCH O CIEUC
0xAC59	0xCD1F	#HANGUL SYLLABLE CHIEUCH O CHIEUCH
0xAC5A	0xCD20	#HANGUL SYLLABLE CHIEUCH O KHIEUKH
0xAC61	0xCD21	#HANGUL SYLLABLE CHIEUCH O THIEUTH
0xAC62	0xCD22	#HANGUL SYLLABLE CHIEUCH O PHIEUPH
0xAC63	0xCD23	#HANGUL SYLLABLE CHIEUCH O HIEUH
0xAC64	0xCD25	#HANGUL SYLLABLE CHIEUCH WA KIYEOK
0xAC65	0xCD26	#HANGUL SYLLABLE CHIEUCH WA SSANGKIYEOK
0xAC66	0xCD27	#HANGUL SYLLABLE CHIEUCH WA KIYEOKSIOS
0xAC67	0xCD29	#HANGUL SYLLABLE CHIEUCH WA NIEUNCIEUC
0xAC68	0xCD2A	#HANGUL SYLLABLE CHIEUCH WA NIEUNHIEUH
0xAC69	0xCD2B	#HANGUL SYLLABLE CHIEUCH WA TIKEUT
0xAC6A	0xCD2D	#HANGUL SYLLABLE CHIEUCH WA RIEULKIYEOK
0xAC6B	0xCD2E	#HANGUL SYLLABLE CHIEUCH WA RIEULMIEUM
0xAC6C	0xCD2F	#HANGUL SYLLABLE CHIEUCH WA RIEULPIEUP
0xAC6D	0xCD30	#HANGUL SYLLABLE CHIEUCH WA RIEULSIOS
0xAC6E	0xCD31	#HANGUL SYLLABLE CHIEUCH WA RIEULTHIEUTH
0xAC6F	0xCD32	#HANGUL SYLLABLE CHIEUCH WA RIEULPHIEUPH
0xAC70	0xCD33	#HANGUL SYLLABLE CHIEUCH WA RIEULHIEUH
0xAC71	0xCD34	#HANGUL SYLLABLE CHIEUCH WA MIEUM
0xAC72	0xCD35	#HANGUL SYLLABLE CHIEUCH WA PIEUP
0xAC73	0xCD36	#HANGUL SYLLABLE CHIEUCH WA PIEUPSIOS
0xAC74	0xCD37	#HANGUL SYLLABLE CHIEUCH WA SIOS
0xAC75	0xCD38	#HANGUL SYLLABLE CHIEUCH WA SSANGSIOS
0xAC76	0xCD3A	#HANGUL SYLLABLE CHIEUCH WA CIEUC
0xAC77	0xCD3B	#HANGUL SYLLABLE CHIEUCH WA CHIEUCH
0xAC78	0xCD3C	#HANGUL SYLLABLE CHIEUCH WA KHIEUKH
0xAC79	0xCD3D	#HANGUL SYLLABLE CHIEUCH WA THIEUTH
0xAC7A	0xCD3E	#HANGUL SYLLABLE CHIEUCH WA PHIEUPH
0xAC81	0xCD3F	#HANGUL SYLLABLE CHIEUCH WA HIEUH
0xAC82	0xCD40	#HANGUL SYLLABLE CHIEUCH WAE
0xAC83	0xCD41	#HANGUL SYLLABLE CHIEUCH WAE KIYEOK
0xAC84	0xCD42	#HANGUL SYLLABLE CHIEUCH WAE SSANGKIYEOK
0xAC85	0xCD43	#HANGUL SYLLABLE CHIEUCH WAE KIYEOKSIOS
0xAC86	0xCD44	#HANGUL SYLLABLE CHIEUCH WAE NIEUN
0xAC87	0xCD45	#HANGUL SYLLABLE CHIEUCH WAE NIEUNCIEUC
0xAC88	0xCD46	#HANGUL SYLLABLE CHIEUCH WAE NIEUNHIEUH
0xAC89	0xCD47	#HANGUL SYLLABLE CHIEUCH WAE TIKEUT
0xAC8A	0xCD48	#HANGUL SYLLABLE CHIEUCH WAE RIEUL
0xAC8B	0xCD49	#HANGUL SYLLABLE CHIEUCH WAE RIEULKIYEOK
0xAC8C	0xCD4A	#HANGUL SYLLABLE CHIEUCH WAE RIEULMIEUM
0xAC8D	0xCD4B	#HANGUL SYLLABLE CHIEUCH WAE RIEULPIEUP
0xAC8E	0xCD4C	#HANGUL SYLLABLE CHIEUCH WAE RIEULSIOS
